DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,URBAN_RURA
BD201100000382,2011,382,24.798492,88.74913,R
BD201100000386,2011,386,24.803738,88.965034,U
BD201100000389,2011,389,25.055292,88.698715,R
BD201100000390,2011,390,24.702349,88.93266,R
BD201100000391,2011,391,24.310644,89.00307,R
BD201100000394,2011,394,24.40315,89.21052,R
BD201100000397,2011,397,24.326185,89.06718,R
BD201100000398,2011,398,24.55556,89.24274,R
BD201100000399,2011,399,24.93249,88.24302,R
BD201100000401,2011,401,24.608051,88.28296,U
BD201100000402,2011,402,24.57711,88.25251,U
BD201100000403,2011,403,24.55629,88.2802,R
BD201100000404,2011,404,24.723429,88.25866,R
BD201100000412,2011,412,24.084333,89.22038,R
BD201100000413,2011,413,23.953295,89.40272,R
BD201100000414,2011,414,24.095297,89.575676,U
BD201100000417,2011,417,24.527086,88.84788,U
BD201100000424,2011,424,24.411173,88.47112,R
BD201100000430,2011,430,24.3689,88.56699,U
BD201100000433,2011,433,24.243937,89.69375,R
BD201100000434,2011,434,24.148746,89.7827,R
BD201100000436,2011,436,24.667648,89.64178,R
BD201100000439,2011,439,24.183567,89.66928,R
BD201100000445,2011,445,24.438667,89.483894,R
BD201100000447,2011,447,25.435,89.048225,R
BD201100000452,2011,452,25.50189,88.966644,U
BD201100000457,2011,457,25.573877,88.64558,R
BD201100000458,2011,458,25.61237,88.64874,U
BD201100000464,2011,464,25.376343,89.621376,R
BD201100000468,2011,468,25.25528,89.41369,R
BD201100000470,2011,470,25.356657,89.42419,R
BD201100000471,2011,471,25.084923,89.58929,R
BD201100000472,2011,472,25.58361,89.52453,U
BD201100000473,2011,473,25.547976,89.471794,R
BD201100000476,2011,476,25.444855,89.80868,R
BD201100000478,2011,478,26.02546,89.58825,R
BD201100000482,2011,482,26.050406,89.76803,R
BD201100000485,2011,485,25.68886,89.59828,U
BD201100000488,2011,488,26.192057,89.11386,R
BD201100000494,2011,494,26.188814,89.00649,R
BD201100000498,2011,498,25.93515,89.01679,R
BD201100000505,2011,505,26.106407,88.66993,R
BD201100000506,2011,506,26.334307,88.58923,U
BD201100000509,2011,509,25.683186,88.96849,R
BD201100000517,2011,517,25.498032,89.119934,R
BD201100000523,2011,523,25.838263,89.10716,R
BD201100000524,2011,524,26.1791,88.32586,R
BD201100000526,2011,526,25.816347,88.3372,R
BD201100000534,2011,534,24.606668,91.383606,R
BD201100000538,2011,538,24.339893,91.35409,R
BD201100000542,2011,542,24.126917,91.33812,R
BD201100000544,2011,544,24.498285,91.58813,R
BD201100000546,2011,546,24.605736,92.11221,R
BD201100000549,2011,549,24.599411,92.04611,R
BD201100000558,2011,558,25.038616,91.6555,U
BD201100000561,2011,561,24.882221,91.288,R
BD201100000565,2011,565,25.163265,91.58471,R
BD201100000569,2011,569,25.060389,91.401306,U
BD201100000570,2011,570,25.056976,91.34505,R
BD201100000574,2011,574,24.839533,92.17101,U
BD201100000577,2011,577,25.149431,91.72585,R
BD201100000579,2011,579,24.832903,91.84383,R
BD201100000582,2011,582,24.79409,92.09034,R
BD201100000583,2011,583,25.03084,92.00588,R
BD201100000587,2011,587,24.909021,91.89053,U
BD201100000589,2011,589,24.927774,91.84084,U
BD201100000592,2011,592,24.906782,91.884964,U
BD201100000596,2011,596,24.869574,91.85224,U
BD201100000597,2011,597,24.987015,91.75914,R
BD201400000016,2014,16,22.782562,90.47665,R
BD201400000017,2014,17,23.004791,90.44017,R
BD201400000018,2014,18,22.848654,90.16623,R
BD201400000019,2014,19,22.919863,90.08458,R
BD201400000020,2014,20,22.765778,90.60817,R
BD201400000029,2014,29,22.333506,90.800835,R
BD201400000038,2014,38,22.091072,90.49979,R
BD201400000039,2014,39,22.285704,90.47712,R
BD201400000051,2014,51,22.30261,90.09187,U
BD201400000052,2014,52,22.053795,89.96896,U
BD201400000053,2014,53,22.813023,90.19141,U
BD201400000055,2014,55,22.691265,90.64044,U
BD201400000060,2014,60,22.416515,90.559616,U
BD201400000066,2014,66,22.709072,90.378334,U
BD201400000068,2014,68,22.705225,90.37569,U
BD201400000074,2014,74,23.9005,91.18394,R
BD201400000076,2014,76,23.90994,91.10331,R
BD201400000079,2014,79,24.231333,91.14128,R
BD201400000080,2014,80,24.033775,91.07827,R
BD201400000082,2014,82,23.177532,90.820206,R
BD201400000083,2014,83,23.28997,90.80962,R
BD201400000085,2014,85,23.421413,90.63966,R
BD201400000087,2014,87,22.07206,91.87874,R
BD201400000094,2014,94,22.344994,91.89021,R
BD201400000096,2014,96,22.460135,91.47124,R
BD201400000099,2014,99,23.66378,91.08275,R
BD201400000101,2014,101,23.451006,91.00454,R
BD201400000104,2014,104,23.657267,91.03935,R
BD201400000112,2014,112,21.545006,92.01164,R
BD201400000113,2014,113,21.643898,91.96791,R
BD201400000120,2014,120,23.037592,90.84845,R
BD201400000124,2014,124,22.926247,91.114296,R
BD201400000126,2014,126,22.584457,91.142105,R
BD201400000130,2014,130,22.781021,91.15632,R
BD201400000131,2014,131,22.658197,92.03798,R
BD201400000134,2014,134,23.216972,90.66539,U
BD201400000140,2014,140,23.480085,91.1496,U
BD201400000143,2014,143,23.000689,91.40446,U
BD201400000146,2014,146,22.928646,91.134964,U
BD201400000147,2014,147,23.025383,91.08079,U
BD201400000149,2014,149,22.387796,91.81412,U
BD201400000151,2014,151,22.334059,91.84255,U
BD201400000152,2014,152,22.379215,91.846664,U
BD201400000155,2014,155,22.339005,91.80839,U
BD201400000159,2014,159,22.336601,91.834045,U
BD201400000160,2014,160,22.362932,91.79637,U
BD201400000162,2014,162,22.341068,91.784096,U
BD201400000171,2014,171,23.338137,89.73077,R
BD201400000172,2014,172,23.596106,89.58401,R
BD201400000179,2014,179,23.247004,89.90773,R
BD201400000181,2014,181,24.75458,89.89673,R
BD201400000202,2014,202,24.622433,90.466805,R
BD201400000203,2014,203,23.720303,90.59134,R
BD201400000206,2014,206,24.1354,90.82732,R
BD201400000209,2014,209,23.972383,90.70075,R
BD201400000211,2014,211,24.60061,90.8155,R
BD201400000214,2014,214,23.756239,89.65517,R
BD201400000215,2014,215,23.075546,90.49003,R
BD201400000220,2014,220,24.411615,90.05667,R
BD201400000223,2014,223,24.064594,89.99445,R
BD201400000226,2014,226,23.781,90.43114,U
BD201400000227,2014,227,23.862663,90.40683,U
BD201400000233,2014,233,23.468699,90.02583,U
BD201400000234,2014,234,23.992783,90.30636,U
BD201400000237,2014,237,25.178623,89.75982,U
BD201400000239,2014,239,24.448374,90.79294,U
BD201400000247,2014,247,23.946827,90.63384,U
BD201400000248,2014,248,23.648867,89.539536,U
BD201400000252,2014,252,23.714054,90.41255,U
BD201400000261,2014,261,23.716604,90.39104,U
BD201400000263,2014,263,23.75893,90.355835,U
BD201400000267,2014,267,23.745949,90.406364,U
BD201400000270,2014,270,23.687254,90.407646,U
BD201400000271,2014,271,23.71901,90.4203,U
BD201400000272,2014,272,23.759203,90.39824,U
BD201400000274,2014,274,22.748158,89.79784,R
BD201400000278,2014,278,22.396544,89.78,R
BD201400000282,2014,282,23.617535,88.691765,R
BD201400000283,2014,283,23.457903,88.80441,R
BD201400000284,2014,284,23.275387,89.29701,R
BD201400000295,2014,295,23.561337,89.004776,R
BD201400000296,2014,296,23.400442,89.12764,R
BD201400000308,2014,308,24.047659,88.93852,R
BD201400000309,2014,309,23.787973,89.28846,R
BD201400000313,2014,313,23.832203,88.99669,R
BD201400000322,2014,322,23.182743,89.43504,R
BD201400000326,2014,326,22.708012,89.08359,R
BD201400000327,2014,327,22.743591,89.024796,R
BD201400000332,2014,332,23.760284,88.940575,U
BD201400000337,2014,337,23.173136,89.21422,U
BD201400000344,2014,344,23.89869,89.139496,U
BD201400000357,2014,357,22.817167,89.54839,U
BD201400000358,2014,358,22.814665,89.54179,U
BD201400000365,2014,365,24.916727,89.51873,R
BD201400000367,2014,367,24.573326,89.52661,R
BD201400000368,2014,368,25.017115,89.36836,R
BD201400000371,2014,371,25.043026,89.21976,R
BD201400000375,2014,375,24.767666,88.641914,R
BD201400000376,2014,376,24.827133,88.66225,R
BD201400000377,2014,377,24.93987,88.77489,R
BD201400000380,2014,380,25.149563,88.65014,R
BD201400000382,2014,382,24.292164,88.95359,R
BD201400000383,2014,383,24.255371,89.188156,R
BD201400000386,2014,386,24.534922,88.967926,R
BD201400000389,2014,389,24.715649,88.36949,R
BD201400000393,2014,393,23.834705,89.63199,R
BD201400000399,2014,399,23.971092,89.60127,R
BD201400000403,2014,403,24.478569,88.79525,R
BD201400000407,2014,407,24.672712,88.625015,R
BD201400000408,2014,408,24.309244,89.60668,R
BD201400000410,2014,410,24.613958,89.7419,R
BD201400000414,2014,414,24.57695,89.61248,R
BD201400000419,2014,419,24.838781,89.37471,U
BD201400000422,2014,422,24.819805,89.39583,U
BD201400000428,2014,428,24.405693,88.96749,U
BD201400000430,2014,430,24.582127,88.27131,U
BD201400000436,2014,436,24.350863,88.6679,U
BD201400000445,2014,445,24.399574,88.6173,U
BD201400000447,2014,447,25.9003,88.69223,R
BD201400000449,2014,449,25.72795,88.4853,R
BD201400000452,2014,452,25.333921,88.95886,R
BD201400000456,2014,456,25.577488,88.885864,R
BD201400000457,2014,457,25.59572,88.96972,R
BD201400000459,2014,459,25.450823,89.58584,R
BD201400000465,2014,465,25.19157,89.51825,R
BD201400000469,2014,469,25.900917,89.600685,R
BD201400000471,2014,471,25.918724,89.678856,R
BD201400000478,2014,478,25.9483,89.201775,R
BD201400000480,2014,480,26.44094,88.96667,R
BD201400000484,2014,484,25.897118,89.03299,R
BD201400000489,2014,489,26.385054,88.57932,R
BD201400000491,2014,491,25.64556,89.09574,R
BD201400000497,2014,497,25.652027,89.15859,R
BD201400000500,2014,500,25.33915,89.331566,R
BD201400000509,2014,509,25.801203,88.62024,U
BD201400000512,2014,512,25.331726,89.55525,U
BD201400000513,2014,513,25.145164,89.40067,U
BD201400000516,2014,516,25.80052,89.65768,U
BD201400000517,2014,517,25.950459,89.67961,U
BD201400000518,2014,518,25.66229,89.61219,U
BD201400000523,2014,523,26.119308,88.62737,U
BD201400000526,2014,526,25.755278,89.24961,U
BD201400000533,2014,533,24.381773,91.38114,R
BD201400000534,2014,534,24.19303,91.53738,R
BD201400000536,2014,536,24.341639,91.44471,R
BD201400000539,2014,539,24.155167,91.38672,R
BD201400000541,2014,541,24.65986,91.537346,R
BD201400000548,2014,548,24.440994,91.73563,R
BD201400000550,2014,550,24.309422,91.67231,R
BD201400000552,2014,552,25.146603,91.32244,R
BD201400000557,2014,557,25.046843,90.98684,R
BD201400000558,2014,558,25.131565,91.58025,R
BD201400000563,2014,563,25.165403,91.17282,R
BD201400000567,2014,567,24.872272,91.680664,R
BD201400000568,2014,568,25.143631,91.75865,R
BD201400000571,2014,571,24.720203,91.987686,R
BD201400000579,2014,579,24.18534,91.532936,U
BD201400000582,2014,582,24.23989,91.827446,U
BD201400000583,2014,583,24.489672,91.77314,U
BD201400000588,2014,588,25.108143,91.75902,U
BD201400000595,2014,595,24.88221,91.8601,U
BD201400000597,2014,597,24.904568,91.88716,U
BD201400000599,2014,599,24.893072,91.90695,U
DHS20180000001,2018,1,21.907454,90.106476,R
DHS20180000003,2018,3,22.16715,90.18748,R
DHS20180000012,2018,12,23.031553,90.1585,R
DHS20180000013,2018,13,22.958214,90.46295,R
DHS20180000014,2018,14,22.722446,90.43908,R
DHS20180000015,2018,15,22.773512,90.51009,R
DHS20180000017,2018,17,22.922283,90.3643,R
DHS20180000019,2018,19,22.871387,90.21803,R
DHS20180000022,2018,22,22.503841,90.74664,R
DHS20180000025,2018,25,22.10222,90.71185,R
DHS20180000026,2018,26,22.56942,90.65133,R
DHS20180000029,2018,29,22.422338,90.80764,R
DHS20180000035,2018,35,22.454996,90.61565,R
DHS20180000039,2018,39,22.066813,90.19481,R
DHS20180000041,2018,41,22.417578,90.22818,R
DHS20180000042,2018,42,22.31056,90.45317,R
DHS20180000044,2018,44,22.627657,90.06017,R
DHS20180000045,2018,45,22.280695,89.98482,R
DHS20180000047,2018,47,22.729696,89.983826,R
DHS20180000053,2018,53,22.837383,90.513885,U
DHS20180000054,2018,54,22.68712,90.65131,U
DHS20180000056,2018,56,22.178495,90.73699,U
DHS20180000062,2018,62,22.495693,90.06846,U
DHS20180000068,2018,68,22.705076,90.35935,U
DHS20180000071,2018,71,22.726486,90.3455,U
DHS20180000073,2018,73,23.71104,90.7546,R
DHS20180000076,2018,76,23.88941,90.98562,R
DHS20180000079,2018,79,23.151718,90.690834,R
DHS20180000081,2018,81,23.2049,90.92201,R
DHS20180000087,2018,87,22.230076,92.02314,R
DHS20180000092,2018,92,22.29984,91.995285,R
DHS20180000097,2018,97,23.224773,91.01401,R
DHS20180000103,2018,103,23.577278,90.95193,R
DHS20180000112,2018,112,21.56051,92.1329,R
DHS20180000113,2018,113,21.26624,92.12564,R
DHS20180000116,2018,116,22.909458,91.36265,R
DHS20180000122,2018,122,22.621307,90.95927,R
DHS20180000123,2018,123,22.604355,91.093864,R
DHS20180000126,2018,126,23.043566,91.15432,R
DHS20180000127,2018,127,23.072222,91.062065,R
DHS20180000131,2018,131,21.364902,92.19603,U
DHS20180000132,2018,132,23.998472,91.10417,U
DHS20180000135,2018,135,22.332182,91.90628,U
DHS20180000139,2018,139,23.272812,91.1118,U
DHS20180000143,2018,143,23.20685,91.45898,U
DHS20180000145,2018,145,22.61652,90.975876,U
DHS20180000150,2018,150,22.342585,91.85019,U
DHS20180000151,2018,151,22.374435,91.85741,U
DHS20180000154,2018,154,22.330065,91.8123,U
DHS20180000156,2018,156,22.324331,91.80142,U
DHS20180000163,2018,163,22.274603,91.79413,U
DHS20180000171,2018,171,23.497774,89.69427,R
DHS20180000174,2018,174,23.982738,90.38404,R
DHS20180000175,2018,175,23.954468,90.37763,R
DHS20180000177,2018,177,24.20306,90.26478,R
DHS20180000186,2018,186,24.386414,91.0727,R
DHS20180000188,2018,188,23.125158,90.279785,R
DHS20180000189,2018,189,23.29467,90.2365,R
DHS20180000193,2018,193,23.497221,90.39972,R
DHS20180000194,2018,194,23.541424,90.433846,R
DHS20180000203,2018,203,23.961887,90.85383,R
DHS20180000208,2018,208,23.34713,90.30046,R
DHS20180000210,2018,210,24.40056,89.99524,R
DHS20180000212,2018,212,24.377241,89.83574,R
DHS20180000214,2018,214,24.052952,89.94424,R
DHS20180000216,2018,216,23.800625,90.46185,U
DHS20180000217,2018,217,23.868036,90.40843,U
DHS20180000220,2018,220,23.699446,90.447,U
DHS20180000222,2018,222,23.718882,90.43212,U
DHS20180000226,2018,226,23.920856,90.400856,U
DHS20180000228,2018,228,24.044895,90.23866,U
DHS20180000238,2018,238,23.931684,90.623,U
DHS20180000242,2018,242,23.769426,90.33934,U
DHS20180000243,2018,243,23.76648,90.427986,U
DHS20180000247,2018,247,23.773258,90.40193,U
DHS20180000250,2018,250,23.792542,90.391045,U
DHS20180000259,2018,259,23.799496,90.38339,U
DHS20180000262,2018,262,23.751575,90.43043,U
DHS20180000263,2018,263,23.736141,90.43492,U
DHS20180000264,2018,264,23.696531,90.420654,U
DHS20180000265,2018,265,23.78039,90.371796,U
DHS20180000271,2018,271,22.435589,89.86931,R
DHS20180000272,2018,272,22.582008,89.84422,R
DHS20180000276,2018,276,23.561302,88.65718,R
DHS20180000280,2018,280,22.993366,89.003815,R
DHS20180000289,2018,289,23.50793,89.303566,R
DHS20180000301,2018,301,24.085552,88.97313,R
DHS20180000302,2018,302,24.00885,88.831245,R
DHS20180000303,2018,303,24.079947,88.8598,R
DHS20180000304,2018,304,23.788527,89.3272,R
DHS20180000305,2018,305,23.760508,89.220146,R
DHS20180000309,2018,309,23.432533,89.45105,R
DHS20180000311,2018,311,23.277502,89.40877,R
DHS20180000317,2018,317,23.10546,89.45475,R
DHS20180000319,2018,319,22.55087,89.00243,R
DHS20180000320,2018,320,22.877472,88.98078,R
DHS20180000322,2018,322,22.645668,89.10219,R
DHS20180000324,2018,324,22.337334,89.11419,R
DHS20180000325,2018,325,22.771261,89.140465,R
DHS20180000326,2018,326,22.768684,89.73198,U
DHS20180000327,2018,327,22.300665,89.84739,U
DHS20180000329,2018,329,23.528898,88.81189,U
DHS20180000334,2018,334,23.054684,88.89039,U
DHS20180000338,2018,338,24.02236,88.963615,U
DHS20180000339,2018,339,23.90167,89.107834,U
DHS20180000342,2018,342,23.185776,89.65572,U
DHS20180000344,2018,344,22.70831,89.06498,U
DHS20180000348,2018,348,22.856434,89.53519,U
DHS20180000351,2018,351,22.779158,89.57814,U
DHS20180000354,2018,354,25.175976,89.836006,R
DHS20180000361,2018,361,24.924467,89.68837,R
DHS20180000367,2018,367,24.308313,90.4,R
DHS20180000368,2018,368,24.451761,90.23893,R
DHS20180000374,2018,374,24.421396,90.616936,R
DHS20180000375,2018,375,24.782692,90.60268,R
DHS20180000387,2018,387,24.811466,90.50791,R
DHS20180000391,2018,391,24.642399,90.44104,R
DHS20180000394,2018,394,25.13457,90.76677,R
DHS20180000395,2018,395,24.612898,91.10708,R
DHS20180000401,2018,401,24.906263,90.713036,R
DHS20180000406,2018,406,25.091434,90.25197,R
DHS20180000413,2018,413,25.084888,89.766685,U
DHS20180000420,2018,420,24.756046,90.39447,U
DHS20180000424,2018,424,24.711584,90.15934,U
DHS20180000425,2018,425,24.957392,90.34502,U
DHS20180000429,2018,429,25.093164,90.19932,U
DHS20180000430,2018,430,25.002262,90.00729,U
DHS20180000433,2018,433,24.72948,89.55143,R
DHS20180000435,2018,435,24.8861,89.45067,R
DHS20180000439,2018,439,24.804686,89.412735,R
DHS20180000442,2018,442,24.962833,89.46886,R
DHS20180000445,2018,445,24.998745,89.06461,R
DHS20180000449,2018,449,24.69095,88.825226,R
DHS20180000455,2018,455,24.696703,88.89431,R
DHS20180000460,2018,460,24.420052,88.95627,R
DHS20180000461,2018,461,24.47395,89.23733,R
DHS20180000462,2018,462,24.934238,88.17385,R
DHS20180000468,2018,468,23.982319,89.67433,R
DHS20180000469,2018,469,24.235521,89.32504,R
DHS20180000475,2018,475,23.905405,89.40707,R
DHS20180000476,2018,476,24.59165,88.82526,R
DHS20180000479,2018,479,24.429283,88.445076,R
DHS20180000484,2018,484,24.423307,89.63124,R
DHS20180000493,2018,493,24.844988,89.36754,U
DHS20180000501,2018,501,24.22024,89.01936,U
DHS20180000505,2018,505,24.174261,89.45068,U
DHS20180000509,2018,509,24.352306,88.65097,U
DHS20180000510,2018,510,24.628647,88.51593,U
DHS20180000511,2018,511,24.521484,89.544426,U
DHS20180000515,2018,515,24.36601,88.60045,U
DHS20180000516,2018,516,24.366768,88.6187,U
DHS20180000524,2018,524,25.72777,88.829185,R
DHS20180000526,2018,526,25.75831,88.57948,R
DHS20180000527,2018,527,25.55295,88.648506,R
DHS20180000531,2018,531,25.266287,89.5771,R
DHS20180000539,2018,539,25.537437,89.62242,R
DHS20180000541,2018,541,26.061874,89.78173,R
DHS20180000545,2018,545,25.908287,89.75029,R
DHS20180000546,2018,546,25.778994,89.51841,R
DHS20180000552,2018,552,25.866592,89.35438,R
DHS20180000553,2018,553,26.380466,89.055695,R
DHS20180000558,2018,558,25.900553,88.905815,R
DHS20180000560,2018,560,25.836733,88.94067,R
DHS20180000562,2018,562,26.172602,88.67563,R
DHS20180000569,2018,569,25.541962,89.11486,R
DHS20180000575,2018,575,25.80922,89.02061,R
DHS20180000589,2018,589,25.944841,89.55162,U
DHS20180000590,2018,590,25.989468,89.68601,U
DHS20180000592,2018,592,25.973097,89.20954,U
DHS20180000599,2018,599,25.750109,89.24341,U
DHS20180000600,2018,600,25.739042,89.240524,U
DHS20180000606,2018,606,24.310394,91.50194,R
DHS20180000608,2018,608,24.45196,91.30181,R
DHS20180000612,2018,612,24.255424,91.22535,R
DHS20180000616,2018,616,24.658243,91.48261,R
DHS20180000617,2018,617,24.674768,92.22209,R
DHS20180000618,2018,618,24.500353,92.148315,R
DHS20180000621,2018,621,24.422667,92.04022,R
DHS20180000623,2018,623,24.481512,91.75157,R
DHS20180000638,2018,638,25.110573,91.415375,R
DHS20180000639,2018,639,25.18716,91.09467,R
DHS20180000641,2018,641,24.91372,92.15947,R
DHS20180000646,2018,646,24.886086,91.98188,R
DHS20180000648,2018,648,25.156956,91.91935,R
DHS20180000651,2018,651,24.96487,91.758064,R
DHS20180000655,2018,655,24.265703,91.44733,U
DHS20180000656,2018,656,24.582031,91.51823,U
DHS20180000658,2018,658,24.489323,91.79396,U
DHS20180000663,2018,663,24.79225,92.10555,U
DHS20180000671,2018,671,24.886917,91.87764,U
DHS20180000672,2018,672,24.90129,91.874435,U
DHS20180000674,2018,674,24.893885,91.894775,U
